Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.36
0.4,0.48
0.6,0.96
0.8,0.54
1.0,0.36
1.2,0.3
1.4,0.48
1.6,0.24
1.8,0.48
2.0,0.42
2.2,0.24
2.4,0.6
2.6,0.48
2.8,0.48
3.0,0.66
3.2,0.48
3.4,0.3
3.6,0.54
3.8,0.6
4.0,0.72
4.2,0.3
4.4,0.78
4.6,0.66
4.8,0.36
5.0,0.54
5.2,0.48
5.4,0.24
5.6,0.78
5.8,0.42
6.0,0.3
6.2,0.54
6.4,0.24
6.6,0.3
6.8,0.36
7.0,0.54
7.2,0.36
7.4,0.24
7.6,0.36
7.8,0.42
8.0,0.24
8.2,0.54
8.4,0.48
8.6,0.42
8.8,0.6
9.0,0.36
9.2,0.42
9.4,0.6
9.6,0.42
9.8,0.42
10.0,0.42
10.2,0.9
10.4,0.72
10.6,0.36
10.8,0.72
11.0,0.6
11.2,0.36
11.4,0.48
11.6,0.54
11.8,0.12
12.0,0.24
12.2,0.3
12.4,0.12
12.6,0.48
12.8,0.42
13.0,0.36
13.2,0.78
13.4,0.6
13.6,0.48
13.8,0.12
14.0,0.36
14.2,0.54
14.4,0.24
14.6,0.36
14.8,0.48
15.0,0.36
15.2,0.72
15.4,0.42
15.6,0.3
15.8,0.54
16.0,0.66
16.2,0.54
16.4,0.72
16.6,0.72
16.8,0.42
17.0,0.36
17.2,0.66
17.4,1.02
17.6,1.08
17.8,0.84
18.0,1.2
18.2,1.08
18.4,1.14
18.6,1.32
18.8,0.96
19.0,2.1
19.2,2.34
19.4,2.22
19.6,1.98
19.8,2.1
20.0,2.4
20.2,1.2
20.4,1.86
20.6,2.52
20.8,1.74
21.0,2.34
21.2,1.8
21.4,1.56
21.6,1.26
21.8,1.14
22.0,1.14
22.2,2.22
22.4,1.68
22.6,1.14
22.8,1.98
23.0,1.98
23.2,2.52
23.4,1.68
23.6,2.04
23.8,2.46
24.0,1.38
24.2,1.98
24.4,2.4
24.6,1.56
24.8,1.8
25.0,2.4
25.2,1.38
25.4,2.22
25.6,1.56
25.8,1.2
26.0,1.5
26.2,1.5
26.4,1.8
26.6,1.98
26.8,2.34
27.0,2.16
27.2,1.44
27.4,1.86
27.6,1.38
27.8,1.74
28.0,1.62
28.2,1.56
28.4,1.44
28.6,1.14
28.8,1.56
29.0,1.38
29.2,2.16
29.4,2.22
29.6,1.26
29.8,1.62
30.0,1.74
30.2,1.86
30.4,1.02
30.6,0.96
30.8,1.2
31.0,1.26
31.2,1.8
31.4,1.92
31.6,1.26
31.8,1.68
32.0,1.32
32.2,1.14
32.4,1.14
32.6,1.8
32.8,1.14
33.0,1.32
33.2,1.26
33.4,1.32
33.6,1.26
33.8,2.34
34.0,1.44
34.2,0.72
34.4,0.96
34.6,0.84
34.8,0.48
35.0,1.74
35.2,2.28
35.4,1.68
35.6,1.14
35.8,1.38
36.0,0.6
36.2,1.56
36.4,1.56
36.6,1.38
36.8,1.44
37.0,1.08
37.2,1.74
37.4,0.78
37.6,0.9
37.8,1.44
38.0,1.32
38.2,1.8
38.4,1.56
38.6,0.96
38.8,1.44
39.0,1.26
39.2,1.62
39.4,1.26
39.6,1.62
39.8,1.92
40.0,1.26
40.2,2.1
40.4,2.04
40.6,1.62
40.8,1.56
41.0,1.74
41.2,1.26
41.4,0.96
41.6,1.5
41.8,0.54
42.0,1.44
42.2,1.2
42.4,1.32
42.6,1.2
42.8,1.14
43.0,1.38
43.2,1.26
43.4,1.98
43.6,1.08
43.8,1.62
44.0,1.92
44.2,2.04
44.4,1.44
44.6,1.74
44.8,2.34
45.0,1.44
45.2,1.74
45.4,0.18
