Timestamp (s),Bandwidth (Mbps)
0,0
0.2,3.78
0.4,8.52
0.6,10.08
0.8,9.06
1.0,9.84
1.2,10.5
1.4,11.46
1.6,8.28
1.8,8.94
2.0,9.78
2.2,10.2
2.4,7.56
2.6,6.42
2.8,7.92
3.0,6.48
3.2,9.24
3.4,5.22
3.6,5.7
3.8,8.94
4.0,7.92
4.2,5.58
4.4,6.36
4.6,7.2
4.8,7.38
5.0,7.44
5.2,7.08
5.4,6.12
5.6,5.04
5.8,9.06
6.0,6.48
6.2,5.46
6.4,7.56
6.6,5.94
6.8,5.4
7.0,8.58
7.2,7.44
7.4,7.44
7.6,7.5
7.8,7.26
8.0,6.12
8.2,6.18
8.4,9.54
8.6,8.04
8.8,5.28
9.0,7.2
9.2,7.86
9.4,10.56
9.6,6.24
9.8,7.26
10.0,9.06
10.2,8.16
10.4,8.52
10.6,9.0
10.8,5.64
11.0,6.12
11.2,8.22
11.4,9.66
11.6,7.14
11.8,0.24
