Timestamp (s),Bandwidth (Mbps)
0,0
0.2,4.14
0.4,6.54
0.6,13.2
0.8,3.36
1.0,7.44
1.2,7.02
1.4,6.06
1.6,10.2
1.8,5.82
2.0,11.58
2.2,6.9
2.4,7.86
2.6,4.62
2.8,1.92
3.0,3.84
3.2,5.46
3.4,9.48
3.6,1.92
3.8,2.76
4.0,2.94
4.2,3.66
4.4,2.34
4.6,0.72
4.8,0.48
5.0,0.0
5.2,0.12
5.4,0.66
5.6,3.9
5.8,3.96
6.0,1.86
6.2,1.14
6.4,1.92
6.6,2.28
6.8,3.24
7.0,3.6
7.2,3.0
7.4,0.84
7.6,2.58
7.8,1.86
8.0,2.76
8.2,6.06
8.4,7.74
8.6,7.62
8.8,1.98
9.0,0.48
9.2,2.64
9.4,3.24
9.6,1.08
9.8,1.86
10.0,2.76
10.2,2.16
10.4,2.1
10.6,0.24
10.8,3.3
11.0,6.24
11.2,6.72
11.4,2.76
11.6,1.08
11.8,3.36
12.0,1.62
12.2,1.74
12.4,6.12
12.6,3.42
12.8,2.82
13.0,0.0
13.2,0.18
13.4,17.58
13.6,9.6
13.8,11.88
14.0,9.3
14.2,0.78
14.4,5.46
14.6,4.68
14.8,4.08
15.0,4.62
15.2,8.4
15.4,4.92
15.6,6.84
15.8,7.92
16.0,6.66
16.2,6.24
16.4,11.94
16.6,6.9
16.8,0.9
17.0,13.5
17.2,14.04
17.4,17.4
17.6,20.34
17.8,13.5
18.0,16.08
18.2,10.5
18.4,20.46
18.6,4.44
18.8,12.24
19.0,19.44
19.2,13.08
19.4,10.92
19.6,14.4
19.8,13.08
20.0,22.92
20.2,18.36
20.4,18.66
20.6,12.54
20.8,12.72
21.0,22.74
21.2,23.34
21.4,22.86
21.6,17.88
21.8,9.72
