Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.42
0.4,0.48
0.6,0.84
0.8,0.72
1.0,0.24
1.2,0.48
1.4,0.36
1.6,0.36
1.8,0.36
2.0,0.3
2.2,1.08
2.4,0.48
2.6,2.76
2.8,1.92
3.0,1.32
3.2,1.62
3.4,3.0
3.6,2.34
3.8,0.84
4.0,0.24
4.2,0.18
4.4,0.3
4.6,2.58
4.8,1.26
5.0,2.4
5.2,1.8
5.4,0.96
5.6,0.84
5.8,1.14
6.0,2.82
6.2,1.44
6.4,1.44
6.6,1.26
6.8,0.36
7.0,1.08
7.2,0.72
7.4,0.3
7.6,0.84
7.8,1.38
8.0,0.3
8.2,2.04
8.4,2.52
8.6,2.52
8.8,3.54
9.0,4.44
9.2,4.8
9.4,4.44
9.6,4.02
9.8,4.14
10.0,1.8
10.2,1.74
10.4,1.98
10.6,1.92
10.8,3.72
11.0,2.46
11.2,1.8
11.4,0.6
11.6,1.74
11.8,2.22
12.0,2.34
12.2,0.3
12.4,0.36
12.6,1.62
12.8,1.5
13.0,2.82
13.2,1.68
13.4,1.86
13.6,4.2
13.8,4.56
14.0,5.34
14.2,4.5
14.4,4.86
14.6,5.1
14.8,5.28
15.0,5.16
15.2,2.16
