Timestamp (s),Bandwidth (Mbps)
0,0
0.2,8.04
0.4,9.96
0.6,9.42
0.8,9.6
1.0,8.64
1.2,10.02
1.4,8.16
1.6,9.72
1.8,9.0
2.0,9.54
2.2,9.66
2.4,8.4
2.6,9.0
2.8,8.22
3.0,7.74
3.2,8.7
3.4,5.34
3.6,10.2
3.8,9.24
4.0,9.12
4.2,10.08
4.4,9.9
4.6,9.0
4.8,8.82
5.0,9.18
5.2,8.94
5.4,8.28
5.6,10.2
5.8,8.1
6.0,8.58
6.2,3.72
6.4,6.96
6.6,7.5
6.8,8.4
7.0,6.18
7.2,6.84
7.4,5.58
7.6,5.52
7.8,4.62
8.0,4.5
8.2,4.32
8.4,8.88
8.6,8.94
8.8,9.6
9.0,7.56
9.2,8.4
9.4,8.34
9.6,7.92
9.8,1.68
10.0,5.58
10.2,4.8
10.4,5.04
10.6,3.3
10.8,4.74
11.0,4.26
11.2,8.64
11.4,6.48
11.6,7.38
11.8,7.68
12.0,7.98
12.2,5.46
12.4,4.26
12.6,7.44
12.8,6.0
13.0,4.38
13.2,9.9
13.4,5.76
13.6,6.78
13.8,9.66
14.0,6.72
14.2,9.0
14.4,8.88
14.6,6.42
14.8,3.54
15.0,7.86
15.2,7.38
15.4,8.1
15.6,8.46
15.8,4.74
16.0,5.82
16.2,5.4
16.4,6.42
16.6,8.52
16.8,6.72
