Timestamp (s),Bandwidth (Mbps)
0,0
0.2,1.56
0.4,7.32
0.6,7.98
0.8,10.92
1.0,11.4
1.2,1.14
1.4,5.46
1.6,6.48
1.8,9.0
2.0,5.88
2.2,4.92
2.4,6.72
2.6,8.1
2.8,4.44
3.0,10.5
3.2,4.98
3.4,6.0
3.6,6.0
3.8,10.74
4.0,6.96
4.2,4.68
4.4,5.76
4.6,10.08
4.8,7.14
5.0,8.04
5.2,14.4
5.4,10.98
5.6,12.6
5.8,9.0
6.0,9.6
6.2,13.98
6.4,7.26
6.6,5.7
6.8,5.1
7.0,1.2
7.2,0.18
7.4,9.9
7.6,15.36
7.8,16.2
8.0,10.92
8.2,17.22
8.4,13.56
8.6,8.46
8.8,10.2
9.0,7.14
9.2,5.22
9.4,9.18
9.6,5.64
9.8,13.14
10.0,14.58
10.2,14.28
10.4,10.26
10.6,11.04
10.8,10.74
11.0,9.48
11.2,6.66
11.4,11.1
11.6,6.66
11.8,10.92
12.0,8.7
12.2,12.72
12.4,13.74
12.6,5.04
12.8,16.02
13.0,8.7
13.2,11.7
13.4,8.58
13.6,11.16
13.8,16.32
14.0,8.88
14.2,11.16
