Timestamp (s),Bandwidth (Mbps)
0,0
0.2,1.8
0.4,10.74
0.6,12.9
0.8,13.5
1.0,13.2
1.2,11.28
1.4,14.4
1.6,14.16
1.8,14.4
2.0,15.6
2.2,14.64
2.4,13.02
2.6,14.64
2.8,9.96
3.0,12.42
3.2,10.32
3.4,10.38
3.6,13.32
3.8,11.94
4.0,13.98
4.2,13.8
4.4,13.68
4.6,14.58
4.8,14.94
5.0,9.0
5.2,10.26
5.4,13.62
5.6,8.52
5.8,9.72
6.0,11.1
6.2,10.32
6.4,12.6
6.6,9.54
6.8,11.1
7.0,11.04
7.2,12.72
7.4,11.52
7.6,11.1
7.8,11.34
8.0,10.14
8.2,6.12
8.4,8.28
8.6,11.22
8.8,10.02
9.0,12.0
9.2,12.12
9.4,12.6
9.6,14.04
9.8,10.44
10.0,10.32
10.2,9.12
10.4,11.76
10.6,12.6
10.8,10.92
11.0,12.54
11.2,10.14
11.4,10.5
11.6,12.72
11.8,9.54
12.0,11.34
12.2,10.68
12.4,8.52
12.6,6.78
12.8,10.02
13.0,12.3
13.2,12.18
13.4,11.64
13.6,10.14
13.8,10.26
14.0,1.38
