Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.06
0.4,0.24
0.6,0.3
0.8,0.36
1.0,0.48
1.2,0.36
1.4,0.24
1.6,0.66
1.8,0.3
2.0,0.24
2.2,0.24
2.4,0.18
2.6,0.36
2.8,0.06
3.0,0.66
3.2,0.3
3.4,0.24
3.6,0.12
3.8,0.18
4.0,0.06
4.2,0.12
4.4,0.36
4.6,0.3
4.8,0.0
5.0,0.06
5.2,0.42
5.4,1.08
5.6,4.02
5.8,1.32
6.0,0.78
6.2,0.24
6.4,1.02
6.6,0.54
6.8,1.32
7.0,1.26
7.2,0.84
7.4,0.48
7.6,0.42
7.8,0.3
8.0,0.66
8.2,0.54
8.4,1.2
8.6,0.72
8.8,0.66
9.0,0.48
9.2,0.48
9.4,0.18
9.6,0.24
9.8,0.36
10.0,0.36
10.2,0.48
10.4,0.54
10.6,0.54
10.8,0.78
11.0,1.26
11.2,0.54
11.4,0.54
11.6,0.96
11.8,0.6
12.0,1.2
12.2,1.2
12.4,0.9
12.6,0.24
12.8,0.18
13.0,0.0
13.2,0.0
13.4,0.0
13.6,0.0
13.8,0.0
14.0,0.12
14.2,0.0
14.4,0.12
14.6,0.06
14.8,0.24
15.0,1.02
15.2,1.98
15.4,1.02
15.6,1.02
15.8,0.78
16.0,4.92
16.2,2.22
16.4,2.1
16.6,3.0
16.8,0.84
17.0,3.24
17.2,7.2
17.4,8.82
17.6,7.86
17.8,5.28
18.0,4.44
18.2,5.88
18.4,7.08
18.6,4.38
18.8,1.98
19.0,2.76
19.2,1.98
19.4,0.06
19.6,6.42
19.8,4.98
20.0,6.6
20.2,5.04
20.4,2.28
20.6,1.44
20.8,2.58
21.0,2.22
21.2,2.1
21.4,1.86
21.6,2.46
21.8,2.52
22.0,0.24
22.2,3.54
22.4,0.54
