Timestamp (s),Bandwidth (Mbps)
0,0
0.2,8.76
0.4,9.06
0.6,9.24
0.8,9.84
1.0,15.36
1.2,12.24
1.4,11.76
1.6,10.26
1.8,14.82
2.0,14.22
2.2,14.64
2.4,12.12
2.6,11.58
2.8,14.94
3.0,12.12
3.2,12.42
3.4,10.62
3.6,11.34
3.8,7.68
4.0,8.64
4.2,8.04
4.4,10.56
4.6,9.42
4.8,9.0
5.0,7.5
5.2,9.36
5.4,11.88
5.6,14.46
5.8,7.44
6.0,8.76
6.2,3.6
6.4,3.66
6.6,8.82
6.8,9.42
7.0,9.18
7.2,11.28
7.4,8.88
7.6,11.04
7.8,7.8
8.0,9.6
8.2,9.66
8.4,14.28
8.6,14.46
8.8,17.7
9.0,13.98
9.2,15.36
9.4,13.08
9.6,18.84
9.8,14.94
10.0,11.52
10.2,9.12
10.4,9.66
10.6,8.58
10.8,9.06
11.0,8.46
11.2,8.16
11.4,8.64
11.6,7.14
11.8,6.72
12.0,8.1
12.2,7.98
12.4,9.9
12.6,8.1
12.8,9.66
13.0,8.04
13.2,9.96
13.4,9.12
13.6,9.42
13.8,8.64
14.0,16.62
14.2,15.84
14.4,11.16
14.6,9.78
14.8,9.06
15.0,16.2
15.2,16.5
15.4,16.5
15.6,13.68
15.8,14.82
16.0,19.2
16.2,14.88
16.4,17.34
16.6,18.18
16.8,17.28
17.0,17.16
17.2,12.6
17.4,19.44
17.6,17.82
17.8,16.2
18.0,15.36
18.2,19.92
18.4,12.6
18.6,10.56
18.8,11.16
19.0,10.08
19.2,11.1
19.4,10.56
19.6,9.3
19.8,10.92
20.0,11.4
20.2,13.08
20.4,10.62
20.6,10.02
20.8,11.1
21.0,10.2
21.2,18.12
21.4,19.68
21.6,15.48
21.8,18.06
22.0,16.62
22.2,19.92
22.4,17.94
22.6,10.44
22.8,14.58
23.0,14.64
23.2,17.94
23.4,16.14
23.6,18.9
23.8,17.82
24.0,16.98
24.2,11.58
24.4,5.4
24.6,6.66
24.8,6.24
25.0,1.5
25.2,7.38
25.4,4.92
25.6,4.62
25.8,8.04
26.0,5.4
26.2,5.4
26.4,5.7
26.6,5.1
26.8,4.86
27.0,5.76
27.2,5.7
27.4,5.16
27.6,5.64
27.8,5.16
28.0,5.22
28.2,5.28
28.4,5.88
28.6,5.1
28.8,5.52
29.0,5.28
29.2,5.34
29.4,5.16
29.6,5.04
29.8,6.3
30.0,5.34
30.2,4.98
30.4,5.46
30.6,5.34
30.8,5.28
31.0,5.76
31.2,5.28
31.4,4.86
31.6,5.58
31.8,5.64
32.0,4.92
32.2,5.88
32.4,5.22
32.6,5.1
32.8,5.76
33.0,5.52
33.2,5.04
33.4,5.22
33.6,5.64
33.8,5.22
34.0,5.04
34.2,5.52
34.4,5.16
34.6,5.52
34.8,5.7
35.0,4.62
35.2,6.24
35.4,4.62
35.6,5.88
35.8,5.04
36.0,5.34
36.2,5.64
36.4,5.82
36.6,5.16
36.8,5.4
37.0,5.52
37.2,5.34
37.4,5.28
37.6,5.64
37.8,5.22
38.0,4.32
38.2,6.0
38.4,5.52
38.6,5.76
38.8,5.28
39.0,4.86
39.2,5.88
39.4,5.1
39.6,5.46
39.8,5.28
40.0,5.4
40.2,4.92
40.4,5.1
40.6,5.76
40.8,5.7
41.0,5.46
41.2,5.34
41.4,5.16
41.6,5.7
41.8,5.16
42.0,5.28
42.2,5.28
42.4,5.7
42.6,5.28
42.8,5.4
43.0,5.46
43.2,4.98
