Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.78
0.4,0.36
0.6,0.3
0.8,1.26
1.0,1.44
1.2,1.56
1.4,1.56
1.6,1.56
1.8,1.5
2.0,2.04
2.2,1.62
2.4,2.4
2.6,1.86
2.8,2.46
3.0,2.34
3.2,3.12
3.4,3.9
3.6,3.9
3.8,4.68
4.0,3.84
4.2,2.52
4.4,3.9
4.6,3.96
4.8,3.84
5.0,3.12
5.2,2.76
5.4,2.1
5.6,2.76
5.8,2.52
6.0,3.84
6.2,2.82
6.4,3.9
6.6,2.94
6.8,3.6
7.0,2.94
7.2,3.84
7.4,3.24
7.6,4.14
7.8,4.02
8.0,4.68
8.2,5.52
8.4,7.02
8.6,5.16
8.8,4.8
9.0,4.38
9.2,4.62
9.4,3.66
9.6,3.24
9.8,2.94
10.0,2.52
10.2,2.7
10.4,2.34
10.6,1.68
10.8,1.8
11.0,0.9
11.2,1.62
11.4,1.44
11.6,1.5
11.8,1.98
12.0,2.16
12.2,1.56
12.4,2.1
12.6,1.86
12.8,1.86
13.0,1.8
13.2,1.98
13.4,1.62
13.6,0.84
13.8,0.96
14.0,1.08
14.2,0.54
14.4,2.16
14.6,6.36
14.8,5.4
15.0,4.92
15.2,1.44
15.4,3.54
15.6,2.28
15.8,0.6
16.0,0.0
16.2,0.24
16.4,0.6
16.6,0.42
16.8,0.36
17.0,0.3
17.2,0.42
17.4,0.42
17.6,0.36
17.8,0.36
18.0,0.24
18.2,1.08
18.4,0.66
18.6,0.66
18.8,0.84
19.0,1.14
19.2,0.96
19.4,1.14
19.6,1.26
19.8,1.56
20.0,1.5
20.2,1.92
20.4,1.68
20.6,1.5
20.8,1.8
21.0,1.8
21.2,1.56
21.4,2.52
21.6,2.46
21.8,1.98
22.0,2.1
22.2,2.34
22.4,2.58
22.6,3.06
22.8,2.46
23.0,2.7
23.2,3.06
23.4,3.72
23.6,2.94
23.8,3.06
24.0,2.76
24.2,2.94
24.4,2.58
24.6,3.36
24.8,3.06
25.0,2.1
25.2,3.18
