Timestamp (s),Bandwidth (Mbps)
0,0
0.2,13.02
0.4,5.46
0.6,20.82
0.8,7.74
1.0,9.36
1.2,16.26
1.4,20.94
1.6,21.48
1.8,13.5
2.0,10.62
2.2,27.36
2.4,9.54
2.6,19.92
2.8,10.62
3.0,22.02
3.2,22.8
3.4,5.82
3.6,12.12
3.8,14.94
4.0,28.98
4.2,20.52
4.4,17.22
4.6,26.76
4.8,13.44
5.0,11.4
5.2,7.8
5.4,13.74
5.6,32.28
5.8,13.86
6.0,10.8
6.2,12.84
6.4,31.74
6.6,9.06
6.8,15.48
7.0,26.04
7.2,8.94
7.4,17.1
7.6,31.62
7.8,7.02
8.0,16.38
8.2,4.44
8.4,13.2
8.6,12.6
8.8,8.64
9.0,3.36
9.2,10.38
9.4,10.98
9.6,6.18
9.8,22.56
10.0,35.04
10.2,8.34
10.4,9.42
10.6,7.86
10.8,14.46
11.0,5.94
11.2,36.96
11.4,38.7
11.6,24.12
11.8,10.8
12.0,15.54
12.2,14.28
12.4,9.78
12.6,20.1
12.8,11.16
13.0,4.74
13.2,10.08
13.4,22.5
13.6,32.28
13.8,40.56
14.0,11.1
14.2,18.96
14.4,9.96
14.6,1.38
14.8,11.1
15.0,11.1
15.2,1.56
