Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.18
0.4,0.0
0.6,0.18
0.8,0.48
1.0,0.24
1.2,0.3
1.4,0.48
1.6,0.54
1.8,0.48
2.0,0.6
2.2,0.6
2.4,1.02
2.6,1.32
2.8,0.72
3.0,0.84
3.2,1.26
3.4,0.6
3.6,0.06
3.8,0.84
4.0,0.84
4.2,1.44
4.4,0.72
4.6,1.08
4.8,1.38
5.0,1.62
5.2,2.82
5.4,4.5
5.6,1.98
5.8,4.92
6.0,2.64
6.2,2.94
6.4,1.56
6.6,1.62
6.8,2.46
7.0,2.04
7.2,2.88
7.4,0.96
7.6,1.8
7.8,1.56
8.0,2.16
8.2,2.04
8.4,1.44
8.6,1.26
8.8,1.08
9.0,2.16
9.2,1.2
9.4,3.96
9.6,3.42
9.8,6.12
10.0,4.02
10.2,4.2
10.4,3.18
10.6,2.1
10.8,3.3
11.0,7.14
11.2,7.2
11.4,7.32
11.6,5.22
11.8,5.94
12.0,5.94
12.2,7.5
12.4,7.32
12.6,5.04
12.8,3.78
13.0,2.46
13.2,3.36
13.4,5.04
13.6,3.78
13.8,5.04
14.0,4.38
14.2,4.14
14.4,1.8
14.6,2.88
14.8,0.48
