Timestamp (s),Bandwidth (Mbps)
0,0
0.2,4.74
0.4,7.92
0.6,7.98
0.8,9.6
1.0,10.92
1.2,7.5
1.4,7.68
1.6,5.04
1.8,2.82
2.0,0.9
2.2,4.38
2.4,4.38
2.6,8.4
2.8,1.5
3.0,3.0
3.2,3.18
3.4,0.78
3.6,1.56
3.8,1.32
4.0,1.56
4.2,3.3
4.4,1.56
4.6,3.0
4.8,6.54
5.0,4.62
5.2,5.76
5.4,5.1
5.6,3.66
5.8,1.62
6.0,4.56
6.2,3.42
6.4,3.18
6.6,8.28
6.8,5.94
7.0,2.64
7.2,8.58
7.4,5.22
7.6,3.66
7.8,4.5
8.0,9.36
8.2,11.76
8.4,10.68
8.6,11.4
8.8,6.0
9.0,2.34
9.2,9.12
9.4,15.84
9.6,11.22
9.8,11.46
10.0,12.6
10.2,10.5
10.4,15.0
10.6,14.58
10.8,9.78
11.0,12.96
11.2,15.9
11.4,12.48
11.6,12.84
11.8,16.74
12.0,10.8
12.2,9.96
12.4,15.48
12.6,20.4
12.8,17.88
13.0,16.08
13.2,1.98
13.4,12.96
13.6,7.38
13.8,16.8
14.0,4.98
14.2,6.6
14.4,4.74
14.6,4.44
14.8,9.48
15.0,9.12
15.2,7.2
15.4,8.16
15.6,14.88
15.8,6.96
16.0,9.84
16.2,13.92
16.4,8.04
16.6,4.2
16.8,6.54
17.0,8.58
17.2,7.2
17.4,5.64
17.6,14.46
17.8,6.0
18.0,9.9
18.2,4.2
