Timestamp (s),Bandwidth (Mbps)
0,0
0.2,2.82
0.4,6.36
0.6,11.64
0.8,17.64
1.0,15.78
1.2,8.64
1.4,10.14
1.6,8.34
1.8,9.84
2.0,6.42
2.2,6.12
2.4,7.14
2.6,9.18
2.8,6.84
3.0,5.04
3.2,5.4
3.4,7.14
3.6,8.88
3.8,12.78
4.0,10.08
4.2,10.74
4.4,23.88
4.6,23.16
4.8,18.54
5.0,28.8
5.2,28.92
5.4,29.76
5.6,22.92
5.8,14.64
6.0,19.8
6.2,19.62
6.4,23.52
6.6,27.06
6.8,15.54
7.0,13.92
7.2,15.66
7.4,23.64
7.6,24.54
7.8,26.28
8.0,29.88
8.2,30.78
8.4,26.64
8.6,12.78
8.8,15.78
9.0,23.52
9.2,32.34
9.4,17.64
9.6,15.84
9.8,12.9
10.0,14.34
10.2,13.8
10.4,10.38
10.6,10.26
10.8,0.06
11.0,0.12
11.2,0.06
11.4,0.12
11.6,0.06
11.8,0.0
12.0,0.18
12.2,0.6
12.4,7.68
12.6,4.86
12.8,9.9
13.0,0.0
13.2,20.88
13.4,19.2
13.6,18.66
13.8,27.36
14.0,28.98
14.2,24.36
14.4,22.32
14.6,17.1
14.8,15.3
15.0,25.68
15.2,26.16
15.4,10.08
15.6,10.02
15.8,5.1
16.0,9.66
16.2,13.56
16.4,19.2
16.6,18.06
16.8,21.6
17.0,22.08
17.2,18.3
17.4,22.74
17.6,25.62
17.8,26.82
18.0,20.7
18.2,14.88
18.4,19.8
18.6,27.24
18.8,25.2
19.0,22.44
19.2,33.84
19.4,30.0
19.6,12.3
19.8,11.52
20.0,14.52
20.2,12.6
20.4,11.22
20.6,13.62
20.8,15.54
21.0,16.5
21.2,12.54
21.4,9.24
21.6,4.44
21.8,0.66
22.0,0.78
22.2,0.66
22.4,0.54
22.6,0.42
22.8,0.06
23.0,0.18
23.2,0.24
