Timestamp (s),Bandwidth (Mbps)
0,0
0.2,6.18
0.4,5.88
0.6,9.96
0.8,8.4
1.0,7.2
1.2,7.5
1.4,7.98
1.6,4.56
1.8,6.84
2.0,6.84
2.2,4.74
2.4,7.2
2.6,8.94
2.8,9.36
3.0,7.08
3.2,7.26
3.4,9.36
3.6,9.66
3.8,6.9
4.0,9.24
4.2,7.32
4.4,7.32
4.6,9.54
4.8,8.94
5.0,8.22
5.2,9.96
5.4,9.12
5.6,6.6
5.8,11.28
6.0,8.16
6.2,8.52
6.4,6.06
6.6,3.3
6.8,3.18
7.0,1.5
7.2,2.1
7.4,5.46
7.6,6.36
7.8,5.16
8.0,4.62
8.2,4.44
8.4,6.18
8.6,6.96
8.8,11.28
9.0,10.32
9.2,10.32
9.4,6.96
9.6,9.96
9.8,9.9
10.0,8.46
10.2,9.24
10.4,9.78
10.6,6.96
10.8,10.26
11.0,8.46
11.2,7.38
11.4,5.34
11.6,7.8
11.8,11.1
12.0,6.3
12.2,9.84
12.4,9.06
12.6,7.2
12.8,10.38
13.0,9.9
13.2,6.24
13.4,8.88
13.6,9.66
13.8,8.04
14.0,9.6
14.2,10.14
14.4,8.82
14.6,8.94
14.8,10.08
15.0,9.54
15.2,9.54
15.4,10.08
15.6,8.52
15.8,4.56
16.0,9.9
16.2,5.52
16.4,7.8
16.6,9.3
16.8,4.44
17.0,1.98
17.2,2.34
17.4,4.74
17.6,0.18
