Timestamp (s),Bandwidth (Mbps)
0,0
0.2,14.04
0.4,23.7
0.6,23.28
0.8,22.8
1.0,19.98
1.2,23.04
1.4,24.0
1.6,17.16
1.8,23.58
2.0,22.44
2.2,7.5
2.4,20.34
2.6,17.76
2.8,19.74
3.0,20.76
3.2,22.44
3.4,21.48
3.6,23.16
3.8,22.38
4.0,16.44
4.2,22.74
4.4,22.32
4.6,17.46
4.8,15.6
5.0,20.7
5.2,20.94
5.4,20.34
5.6,21.06
5.8,19.38
6.0,20.76
6.2,19.92
6.4,21.3
6.6,20.46
6.8,21.78
7.0,21.12
7.2,20.34
7.4,22.02
7.6,10.92
7.8,20.64
8.0,21.12
8.2,21.66
8.4,21.0
8.6,19.86
8.8,21.3
9.0,21.84
9.2,21.9
9.4,23.88
9.6,24.0
9.8,24.06
10.0,12.54
10.2,21.6
10.4,22.98
10.6,24.0
10.8,24.12
11.0,24.0
11.2,1.44
11.4,0.0
11.6,6.0
11.8,24.0
12.0,24.0
12.2,23.88
12.4,23.94
12.6,14.04
12.8,22.68
13.0,22.08
13.2,24.0
13.4,23.88
13.6,10.02
13.8,0.0
14.0,18.96
14.2,21.6
14.4,24.12
14.6,23.94
14.8,24.0
15.0,24.0
15.2,24.06
15.4,9.48
