Timestamp (s),Bandwidth (Mbps)
0,0
0.2,0.66
0.4,2.1
0.6,4.74
0.8,6.9
1.0,5.1
1.2,6.6
1.4,11.34
1.6,11.52
1.8,10.14
2.0,15.84
2.2,17.76
2.4,18.18
2.6,9.12
2.8,6.0
3.0,3.78
3.2,7.98
3.4,13.02
3.6,12.6
3.8,11.52
4.0,11.16
4.2,12.06
4.4,15.48
4.6,8.76
4.8,15.78
5.0,19.5
5.2,28.02
5.4,16.02
5.6,3.36
5.8,2.64
6.0,7.56
6.2,10.98
6.4,7.68
6.6,9.42
6.8,4.38
7.0,16.38
7.2,34.5
7.4,28.02
7.6,17.52
7.8,19.56
8.0,26.7
8.2,33.54
8.4,34.86
8.6,34.98
8.8,31.56
9.0,37.5
9.2,32.4
9.4,30.06
9.6,20.94
9.8,21.84
10.0,22.8
10.2,10.92
10.4,14.04
10.6,14.82
10.8,9.42
11.0,10.2
11.2,12.96
11.4,9.3
11.6,6.42
11.8,7.02
12.0,10.14
12.2,9.06
12.4,8.04
12.6,2.76
12.8,2.88
13.0,5.04
13.2,2.88
13.4,1.74
13.6,0.6
13.8,0.24
14.0,0.12
14.2,0.12
14.4,0.06
14.6,0.24
14.8,0.06
15.0,0.06
15.2,0.06
15.4,0.0
15.6,0.06
15.8,0.0
16.0,0.0
16.2,0.0
16.4,0.0
16.6,0.0
16.8,0.0
17.0,0.0
17.2,0.0
17.4,0.0
17.6,0.06
17.8,0.12
18.0,0.42
18.2,0.84
18.4,0.9
18.6,1.44
18.8,1.2
19.0,1.08
19.2,1.08
19.4,3.06
19.6,6.3
19.8,7.14
20.0,6.9
20.2,5.28
20.4,4.56
20.6,1.62
20.8,5.1
21.0,3.54
21.2,2.52
21.4,2.76
21.6,6.72
21.8,15.42
22.0,15.78
22.2,3.96
22.4,8.34
22.6,7.32
22.8,11.34
23.0,19.74
23.2,13.56
23.4,10.86
23.6,12.54
23.8,5.82
24.0,9.3
24.2,15.84
24.4,16.26
24.6,2.64
24.8,0.48
25.0,1.68
25.2,0.66
25.4,0.84
25.6,0.96
25.8,2.1
26.0,1.92
26.2,1.14
26.4,1.92
26.6,1.44
26.8,2.34
27.0,2.04
27.2,11.28
27.4,24.0
27.6,19.02
27.8,29.28
28.0,6.24
28.2,9.6
28.4,9.3
28.6,16.14
28.8,11.88
29.0,13.32
29.2,16.08
29.4,15.48
29.6,11.94
29.8,15.12
30.0,17.7
30.2,24.78
30.4,25.38
30.6,21.84
30.8,18.72
31.0,15.24
31.2,16.26
31.4,19.26
31.6,15.24
31.8,13.68
32.0,14.88
32.2,12.72
32.4,14.22
32.6,15.06
32.8,12.9
33.0,14.76
33.2,10.14
33.4,12.6
33.6,8.34
33.8,3.66
34.0,0.36
34.2,1.2
34.4,0.54
34.6,1.02
