Timestamp (s),Bandwidth (Mbps)
0,0
0.2,1.92
0.4,1.08
0.6,2.34
0.8,1.68
1.0,4.02
1.2,23.64
1.4,22.74
1.6,25.14
1.8,22.2
2.0,25.44
2.2,25.92
2.4,29.34
2.6,24.6
2.8,28.26
3.0,19.2
3.2,34.98
3.4,26.04
3.6,17.28
3.8,25.8
4.0,23.04
4.2,24.9
4.4,40.44
4.6,21.66
4.8,22.38
5.0,10.74
5.2,3.18
5.4,22.68
5.6,21.6
5.8,28.86
6.0,30.3
6.2,24.36
6.4,0.12
6.6,2.52
6.8,14.64
7.0,7.8
7.2,4.74
7.4,15.72
7.6,11.64
7.8,2.82
8.0,3.18
8.2,10.8
8.4,6.48
8.6,2.7
8.8,12.48
9.0,2.52
9.2,5.1
9.4,3.72
9.6,2.4
9.8,3.48
10.0,1.74
10.2,0.36
10.4,0.42
10.6,1.2
10.8,2.1
11.0,1.2
11.2,2.88
11.4,1.8
11.6,0.66
11.8,0.18
12.0,0.0
12.2,0.0
12.4,0.66
12.6,0.0
12.8,0.24
13.0,1.44
13.2,2.1
13.4,1.5
13.6,1.44
13.8,1.2
14.0,0.84
14.2,0.54
14.4,0.72
14.6,1.02
14.8,1.08
15.0,0.0
15.2,0.0
15.4,0.0
15.6,0.0
15.8,0.3
16.0,11.58
16.2,10.2
16.4,4.98
16.6,3.9
16.8,0.0
17.0,3.48
17.2,2.1
17.4,2.34
17.6,0.66
17.8,3.48
18.0,2.1
18.2,0.72
18.4,1.56
18.6,1.62
18.8,0.24
19.0,4.92
19.2,2.88
19.4,3.9
19.6,3.42
19.8,5.04
20.0,3.72
20.2,4.32
20.4,6.18
20.6,1.32
20.8,7.26
21.0,1.44
21.2,4.62
21.4,4.86
21.6,1.32
21.8,5.34
22.0,2.52
22.2,6.96
22.4,1.62
22.6,6.78
22.8,8.7
23.0,12.96
23.2,12.12
23.4,10.44
23.6,4.26
23.8,1.74
24.0,3.0
24.2,4.5
24.4,4.38
24.6,3.72
24.8,0.18
25.0,2.82
25.2,1.86
25.4,1.32
25.6,0.66
25.8,0.0
26.0,0.0
26.2,0.0
26.4,0.06
26.6,0.0
26.8,0.0
27.0,0.0
27.2,0.0
27.4,0.0
27.6,0.0
27.8,0.0
28.0,0.0
28.2,0.0
28.4,0.0
28.6,0.0
28.8,0.0
29.0,0.0
29.2,0.0
29.4,0.0
29.6,0.0
29.8,0.0
30.0,0.0
30.2,0.0
30.4,7.02
30.6,0.06
30.8,0.0
31.0,1.08
31.2,6.48
31.4,12.96
31.6,6.6
31.8,1.26
32.0,15.96
32.2,15.36
32.4,20.46
32.6,22.38
32.8,27.84
33.0,23.52
33.2,39.9
33.4,34.74
33.6,35.28
33.8,12.9
34.0,0.0
34.2,11.34
34.4,17.64
34.6,5.64
34.8,2.52
35.0,36.6
35.2,44.46
35.4,44.34
35.6,48.18
35.8,39.84
36.0,56.88
36.2,32.16
36.4,23.4
36.6,9.96
36.8,16.32
37.0,22.08
37.2,32.94
37.4,29.22
37.6,27.54
37.8,20.58
38.0,31.44
38.2,1.32
38.4,10.14
38.6,0.0
38.8,0.0
39.0,0.0
39.2,0.0
39.4,16.14
39.6,0.24
39.8,2.7
40.0,12.96
40.2,3.66
40.4,2.04
40.6,0.0
40.8,0.0
41.0,0.0
41.2,3.12
41.4,0.0
41.6,0.0
