Timestamp (s),Bandwidth (Mbps)
0,0
0.2,4.44
0.4,18.36
0.6,16.8
0.8,13.62
1.0,19.68
1.2,19.62
1.4,16.62
1.6,11.88
1.8,13.56
2.0,17.22
2.2,17.1
2.4,15.12
2.6,13.68
2.8,17.58
3.0,15.84
3.2,16.92
3.4,14.94
3.6,12.36
3.8,18.84
4.0,16.62
4.2,16.32
4.4,16.86
4.6,17.22
4.8,19.02
5.0,17.88
5.2,15.9
5.4,14.04
5.6,14.16
5.8,9.78
6.0,12.42
6.2,15.36
6.4,16.5
6.6,17.04
6.8,15.0
7.0,17.52
7.2,15.72
7.4,16.44
7.6,18.06
7.8,16.62
8.0,16.08
8.2,13.56
8.4,18.0
8.6,13.14
8.8,15.6
9.0,17.28
9.2,15.6
9.4,12.0
9.6,13.38
9.8,15.84
10.0,12.54
10.2,11.46
10.4,14.16
10.6,10.26
10.8,15.24
11.0,13.92
11.2,15.24
11.4,13.32
11.6,16.98
11.8,11.22
12.0,15.48
12.2,14.52
12.4,21.36
12.6,17.1
12.8,15.0
13.0,19.14
13.2,17.76
13.4,16.02
13.6,18.3
13.8,13.68
14.0,17.88
14.2,13.56
14.4,14.76
14.6,12.84
14.8,14.82
15.0,17.1
15.2,12.96
15.4,18.96
15.6,18.06
15.8,17.52
16.0,14.4
16.2,14.04
16.4,3.72
16.6,0.42
16.8,6.84
17.0,5.58
17.2,5.22
17.4,8.16
17.6,5.64
17.8,8.52
18.0,7.26
18.2,9.9
18.4,4.98
18.6,10.08
18.8,11.04
19.0,11.28
19.2,8.58
19.4,13.26
19.6,15.84
19.8,12.42
20.0,17.34
20.2,9.24
20.4,8.46
20.6,9.18
20.8,6.54
21.0,9.36
21.2,11.1
21.4,3.24
21.6,11.22
21.8,11.52
22.0,4.44
22.2,13.5
22.4,13.14
22.6,17.7
22.8,19.5
23.0,10.86
23.2,12.6
23.4,16.2
23.6,13.68
23.8,15.96
24.0,11.46
24.2,16.26
24.4,17.52
24.6,16.5
24.8,17.22
25.0,12.48
25.2,13.26
25.4,17.1
25.6,15.36
25.8,15.66
26.0,15.06
26.2,16.32
26.4,13.5
26.6,17.58
26.8,12.18
27.0,9.54
27.2,14.34
27.4,14.58
27.6,13.8
27.8,14.52
28.0,15.72
28.2,14.64
28.4,11.7
28.6,14.4
28.8,9.84
29.0,13.02
29.2,2.4
29.4,0.24
29.6,2.94
29.8,2.76
30.0,3.24
30.2,5.1
30.4,5.16
30.6,2.52
30.8,2.88
31.0,4.98
31.2,5.52
31.4,2.64
31.6,1.56
31.8,4.74
32.0,7.56
32.2,6.24
32.4,7.5
32.6,9.66
32.8,9.24
33.0,4.08
33.2,5.22
33.4,3.66
33.6,7.38
33.8,5.94
34.0,5.58
34.2,7.14
34.4,10.56
34.6,7.74
34.8,9.96
35.0,7.2
35.2,6.06
35.4,8.28
35.6,9.0
35.8,7.74
36.0,10.56
36.2,6.3
36.4,13.32
36.6,5.52
36.8,9.0
37.0,11.16
37.2,15.96
37.4,21.0
37.6,14.28
37.8,16.44
38.0,19.02
38.2,19.08
38.4,13.92
38.6,20.4
38.8,14.16
39.0,20.1
39.2,18.6
39.4,16.92
39.6,16.56
39.8,15.54
40.0,19.38
40.2,17.28
40.4,17.28
40.6,15.06
40.8,16.08
41.0,12.84
