Timestamp (s),Bandwidth (Mbps)
0,0
0.2,1.14
0.4,4.86
0.6,2.88
0.8,5.34
1.0,5.64
1.2,4.02
1.4,7.08
1.6,5.52
1.8,4.02
2.0,5.34
2.2,6.12
2.4,4.44
2.6,5.1
2.8,5.52
3.0,4.8
3.2,3.6
3.4,4.86
3.6,4.98
3.8,3.96
4.0,4.02
4.2,4.14
4.4,3.54
4.6,5.88
4.8,5.22
5.0,3.42
5.2,3.3
5.4,4.68
5.6,4.14
5.8,4.62
6.0,4.62
6.2,3.96
6.4,3.12
6.6,4.98
6.8,3.6
7.0,3.66
7.2,4.86
7.4,4.5
7.6,2.88
7.8,4.44
8.0,4.56
8.2,3.6
8.4,4.86
8.6,5.34
8.8,2.16
9.0,4.44
9.2,5.7
9.4,5.58
9.6,4.74
9.8,4.86
10.0,3.06
10.2,4.38
10.4,5.52
10.6,4.56
10.8,3.36
11.0,4.56
11.2,2.4
11.4,3.3
11.6,4.92
11.8,5.1
12.0,4.2
12.2,3.54
12.4,4.26
12.6,4.86
12.8,4.32
13.0,4.8
13.2,5.04
13.4,3.3
13.6,3.78
13.8,5.64
14.0,3.36
14.2,4.74
14.4,5.1
14.6,3.78
14.8,3.96
15.0,4.38
15.2,3.96
15.4,5.22
15.6,5.28
15.8,4.02
16.0,4.2
16.2,3.72
16.4,4.38
16.6,2.52
16.8,3.84
17.0,4.62
17.2,3.24
17.4,2.52
17.6,4.86
17.8,4.02
18.0,4.32
18.2,4.86
18.4,1.98
