Timestamp (s),Bandwidth (Mbps)
0,0
0.2,3.36
0.4,3.9
0.6,5.94
0.8,5.76
1.0,5.76
1.2,6.96
1.4,4.2
1.6,3.84
1.8,6.66
2.0,3.36
2.2,5.4
2.4,3.42
2.6,8.82
2.8,6.0
3.0,10.68
3.2,5.46
3.4,7.26
3.6,4.98
3.8,8.52
4.0,10.5
4.2,10.26
4.4,8.16
4.6,6.96
4.8,7.8
5.0,5.94
5.2,8.76
5.4,5.64
5.6,9.36
5.8,5.46
6.0,9.3
6.2,8.52
6.4,7.44
6.6,4.56
6.8,5.46
7.0,8.64
7.2,7.92
7.4,8.94
7.6,7.5
7.8,8.58
8.0,7.32
8.2,8.82
8.4,7.26
8.6,7.8
8.8,6.42
9.0,9.0
9.2,8.76
9.4,7.98
9.6,9.36
9.8,7.44
10.0,6.24
10.2,6.66
10.4,9.06
10.6,8.04
10.8,9.66
11.0,9.42
11.2,8.4
11.4,3.96
11.6,7.8
11.8,7.86
12.0,8.04
12.2,6.42
12.4,8.34
12.6,8.4
12.8,7.14
13.0,6.84
13.2,4.2
13.4,7.5
13.6,10.08
13.8,5.22
14.0,8.34
14.2,9.24
14.4,8.04
14.6,8.64
14.8,7.68
15.0,5.76
15.2,5.34
15.4,5.94
15.6,7.08
15.8,8.04
16.0,6.12
16.2,3.24
16.4,5.46
16.6,8.1
16.8,7.86
17.0,6.18
17.2,6.72
17.4,7.74
17.6,1.26
