Timestamp (s),Bandwidth (Mbps)
0,0
0.2,1.08
0.4,1.8
0.6,1.26
0.8,1.98
1.0,1.5
1.2,1.86
1.4,1.62
1.6,1.08
1.8,1.32
2.0,1.86
2.2,1.62
2.4,1.02
2.6,1.62
2.8,1.62
3.0,1.8
3.2,1.8
3.4,1.56
3.6,1.8
3.8,1.56
4.0,1.38
4.2,1.74
4.4,1.56
4.6,1.8
4.8,1.44
5.0,0.78
5.2,1.68
5.4,1.2
5.6,1.2
5.8,0.6
6.0,0.24
6.2,0.84
6.4,0.9
6.6,1.38
6.8,1.68
7.0,1.26
7.2,1.08
7.4,0.9
7.6,0.72
7.8,0.66
8.0,0.9
8.2,1.02
8.4,1.08
8.6,1.56
8.8,0.6
9.0,0.66
9.2,0.66
9.4,1.56
9.6,1.14
9.8,0.48
10.0,0.72
10.2,0.78
10.4,1.56
10.6,0.66
10.8,0.54
11.0,0.72
11.2,1.2
11.4,1.08
11.6,0.96
11.8,0.48
12.0,1.62
12.2,0.9
12.4,1.14
12.6,1.68
12.8,1.32
13.0,1.26
13.2,1.74
13.4,1.62
13.6,1.38
13.8,1.38
14.0,1.74
14.2,1.5
14.4,1.2
14.6,1.8
14.8,1.08
15.0,1.02
15.2,0.72
15.4,1.02
15.6,1.26
15.8,1.02
16.0,1.08
16.2,1.08
16.4,0.48
16.6,1.02
16.8,1.32
17.0,0.72
