Timestamp (s),Bandwidth (Mbps)
0,0
0.2,10.14
0.4,23.76
0.6,23.76
0.8,12.6
1.0,13.02
1.2,5.7
1.4,7.26
1.6,6.9
1.8,19.14
2.0,15.0
2.2,13.62
2.4,5.46
2.6,8.22
2.8,7.38
3.0,11.34
3.2,5.76
3.4,22.8
3.6,17.82
3.8,8.16
4.0,2.46
4.2,5.52
4.4,6.78
4.6,18.0
4.8,8.28
5.0,10.5
5.2,17.94
5.4,14.4
5.6,7.38
5.8,5.34
6.0,9.12
6.2,2.16
6.4,5.76
6.6,5.88
6.8,11.64
7.0,7.68
7.2,7.86
7.4,8.04
7.6,5.94
7.8,3.3
8.0,13.8
8.2,13.62
8.4,5.76
8.6,16.44
8.8,9.9
9.0,18.24
9.2,17.64
9.4,4.62
9.6,5.58
9.8,11.46
10.0,9.3
10.2,24.36
10.4,13.14
10.6,12.6
10.8,6.66
11.0,0.9
11.2,11.76
11.4,25.02
11.6,13.92
11.8,4.86
12.0,0.42
